0.1,0.1
10.1441,1.35479
11.2647,6.18742
2.56215,1.49746
2.35184,3.52488
9.73289,9.10327
15.9627,15.6246
13.8636,14.1393
3.67321,4.46229
0.112003,-0.0126761
0.290166,2.12373
13.7785,13.794
16.7659,16.2711
6.98514,7.98896
-1.07686,-0.891649
-17.763,-16.9629
-6.56684,-5.63745
0.562517,0.2749
8.40493,-0.182907
-2.45786,-0.495387
-15.0241,-15.5524
-6.43989,-6.59053
1.25427,0.895636
14.2716,14.5444
5.0184,2.56557
0.385037,2.90912
9.15544,7.6963
15.0723,14.8339
13.4099,13.1208
5.75656,3.95061
-2.39359,0.725233
-11.784,3.907
-2.94943,0.731151
-2.72491,-2.3426
-11.6517,-11.8092
-15.5919,-15.5214
-12.9204,-12.6703
-2.25041,-2.04273
-3.35724,-3.87202
-7.78449,-7.96685
-13.8768,-14.2431
-13.5646,-13.4779
-5.39741,-5.02085
0.705249,0.449481
12.3527,1.52538
3.28123,1.37334
2.83857,5.04418
11.34,10.1939
15.6341,15.9582
13.4497,13.8773
3.46642,3.93881
0.754058,0.442582
12.6829,4.3491
16.5513,16.0393
14.5203,14.5058
5.68724,6.10248
0.157635,-0.888761
3.32446,-1.12182
14.9148,13.9968
16.2659,16.505
8.80609,9.03199
-1.31384,-0.502776
-15.7182,-16.0666
-5.90597,-5.16967
-0.641315,0.349949
-11.2491,1.85297
-15.6484,-14.4423
-17.4932,-16.259
-8.55657,-8.43176
0.659959,0.674762
16.8334,16.1646
5.00423,4.35081
-0.243693,0.322829
-7.8404,0.00684857
1.48224,-0.206805
