0.1,0.1
9.43303,5.77529
10.988,9.66004
1.53976,1.64332
3.71571,3.32122
8.88453,8.30651
14.6079,15.2375
15.7133,15.7609
6.13764,5.13109
-0.596054,-0.495161
-11.36,-1.95274
-2.34425,-1.34436
-4.62394,-5.03309
-10.4882,-9.69174
-15.2546,-15.2848
-15.0446,-14.8281
-4.65635,-4.27282
-0.257279,-0.465369
-4.69741,-1.92968
-16.0016,-15.5304
-17.0248,-17.0112
-5.42145,-6.1432
0.793175,0.91229
15.3663,14.9117
2.67858,2.26452
3.43502,3.44154
10.8984,9.73351
16.4692,15.6691
14.1991,13.7376
4.27518,4.96704
-2.46885,-0.272905
-9.31717,0.862326
-0.86997,-0.346697
-6.62116,-4.26323
-8.22557,-6.46179
-15.3881,-14.756
-12.1366,-12.3644
-2.23058,-2.11612
-3.07809,-3.15435
-10.9066,-8.06456
-15.6715,-15.219
-14.0984,-13.3264
-6.25912,-4.53113
1.34153,0.286303
14.3382,15.5071
1.98611,2.64162
3.84402,2.32586
8.30194,9.30712
16.1962,16.2605
15.3441,15.1158
3.06087,4.22017
1.68017,0.278211
12.5129,3.26793
15.5057,15.0834
13.934,14.5098
3.71292,5.12474
0.258369,-0.570852
1.08411,-0.159622
18.7864,18.8425
18.3625,18.0311
10.0165,10.1617
0.0102302,-0.203606
-5.07686,0.656158
-2.7739,-2.67352
-2.64678,-0.943087
-8.49297,-5.5128
-14.7682,-14.0572
-16.0029,-16.149
-7.88472,-7.47559
0.556678,0.885469
14.5985,15.0632
1.63477,3.50803
2.66701,1.66316
9.48074,4.71524
14.1775,14.0584
