0.1,0.1
10.1441,9.17851
11.7089,11.1712
0.581066,1.82378
3.85876,2.64106
10.8737,7.81072
14.5448,15.2457
11.0274,11.2428
3.4011,3.49441
-0.289623,0.597791
-8.92359,4.44371
-0.996296,-0.919086
-7.08899,-3.54994
-7.10115,-3.89058
-14.3245,-15.5724
-12.9346,-12.2763
-4.7276,-2.94571
-0.223588,-1.60859
-4.03405,-6.47207
-14.627,-14.439
-13.5333,-14.0598
-4.8812,-5.2261
1.65363,0.622435
11.5046,2.68077
1.6652,1.60059
5.35701,3.23045
8.96883,9.58394
16.2645,15.9515
13.8711,12.8013
2.64457,3.59036
3.27971,0.800207
5.8448,2.44621
15.6816,14.8173
15.3226,15.8603
5.7615,6.69332
0.494439,-0.737956
8.65602,2.19092
13.205,12.4951
16.5677,16.572
8.42858,9.39802
-1.12359,-0.391204
-17.2394,-16.9047
-6.72906,-5.95314
2.52926,0.822608
14.4359,14.2186
2.20075,2.26417
2.91417,4.0324
12.3747,10.4406
17.0761,15.8494
12.8618,12.866
1.81683,3.45188
5.34785,1.54173
7.81128,6.09165
15.6271,15.3491
15.4469,15.9029
4.72639,5.50403
-0.266282,-0.623114
-9.46559,1.58221
-0.237468,-0.743097
1.54323,-2.10254
10.9985,-9.93609
0.90294,-0.0617412
8.96371,6.12248
12.0122,12.3402
18.139,17.3079
12.2073,11.2541
1.96953,1.0141
5.17858,3.95274
7.41523,6.64323
15.7361,15.0947
11.3266,11.4231
2.97954,2.3969
1.54595,2.99128
13.2084,13.191
15.7155,15.07
