0.1,0.1
10.1441,9.81268
12.3396,11.8535
3.67126,2.10069
0.153015,1.90628
6.62218,5.28361
14.2286,14.7345
11.3431,12.4111
4.08496,3.98667
-0.375014,0.258838
-9.18005,4.0954
-0.276253,-0.350693
0.104897,-1.33777
-1.39918,-0.124582
-18.5822,-18.0422
-14.8771,-14.2884
-4.92298,-4.02961
1.82542,-0.777943
11.0184,-5.18634
-1.07534,0.483539
-19.062,-18.5934
-6.57905,-7.15586
0.808395,0.94382
16.1088,15.2403
3.49911,3.12439
1.3309,2.11923
13.3616,12.9432
16.9117,17.0636
15.8591,15.7201
4.06582,5.29635
1.46069,-0.50265
10.9556,-5.23418
13.6539,14.368
14.2093,14.7161
6.22036,6.63335
-0.794322,-0.926519
-16.6217,-17.0001
-3.44923,-3.89137
-0.207627,-0.824362
-4.10475,-1.03225
-15.918,-15.1883
-15.5351,-15.4233
-6.47441,-5.69898
0.773373,0.690334
13.255,11.8925
1.95865,1.71175
6.07731,5.44192
9.21388,8.78727
15.9292,14.8773
14.3134,13.6963
5.48729,4.0018
-0.956668,0.498544
-13.7599,-1.77673
-1.19655,-1.24589
-6.9533,-5.4734
-9.09538,-9.97938
-14.8935,-14.4738
-10.5036,-11.1092
-3.90413,-1.53098
-1.21888,-3.05827
-14.9935,-14.5898
-18.1402,-17.4482
-13.3752,-14.282
-6.71612,-4.7784
0.88132,0.256967
13.874,13.361
1.3906,1.85622
5.76183,4.02236
8.7514,8.83538
15.2473,15.686
13.262,13.668
1.67066,3.49163
3.9481,1.05623
7.43064,3.25518
13.2348,13.9942
