0.0147761,0.01207,0.0197707,0.0196127
0.0161897,0.012838,0.0194786,0.0197995
0.0221014,0.0164311,0.0209691,0.0204075
0.0482865,0.0324661,0.0259236,0.0259678
0.14548,0.099604,0.0469639,0.0484474
0.518306,0.366895,0.132581,0.137393
2.03643,1.46773,0.460129,0.477927
